Invoice ID,Date,City,Customer type,Gender,Product line,Unit cost,Unit price,Quantity
135-13-8269,1/26/2019,Mandalay,Member,Female,Food and beverages,9.4,78.88,2
816-57-2053,3/9/2019,Yangon,Normal,Male,Sports and travel,9.13,60.87,2
628-90-8624,3/14/2019,Mandalay,Member,Male,Health and beauty,9.33,82.58,10
856-66-2701,1/25/2019,Yangon,Member,Male,Home and lifestyle,9.86,53.3,3
308-39-1707,1/26/2019,Yangon,Normal,Female,Fashion accessories,8.64,12.09,1
149-61-1929,1/19/2019,Yangon,Normal,Male,Sports and travel,9.13,64.19,10
655-07-2265,3/5/2019,Yangon,Normal,Male,Electronic accessories,9.8,78.31,3
589-02-8023,1/15/2019,Yangon,Member,Male,Food and beverages,9.4,83.77,2
420-04-7590,3/18/2019,Mandalay,Normal,Male,Home and lifestyle,9.86,99.7,3
182-88-2763,3/20/2019,Mandalay,Member,Male,Food and beverages,9.4,79.91,3
188-55-0967,1/15/2019,Mandalay,Member,Male,Health and beauty,9.33,66.47,10
610-46-4100,3/3/2019,Yangon,Normal,Male,Health and beauty,9.33,28.95,7
318-81-2368,3/19/2019,Naypyitaw,Normal,Female,Electronic accessories,9.8,46.2,1
364-33-8584,3/8/2019,Mandalay,Member,Female,Food and beverages,9.4,17.63,5
665-63-9737,2/27/2019,Mandalay,Normal,Male,Fashion accessories,8.64,52.42,3
695-09-5146,2/23/2019,Mandalay,Member,Female,Food and beverages,9.4,98.79,3
155-45-3814,3/19/2019,Naypyitaw,Member,Female,Electronic accessories,9.8,88.55,8
794-32-2436,3/27/2019,Mandalay,Member,Male,Electronic accessories,9.8,55.67,2
131-15-8856,3/30/2019,Naypyitaw,Member,Female,Food and beverages,9.4,72.52,8
273-84-2164,2/16/2019,Naypyitaw,Member,Male,Electronic accessories,9.8,12.05,5
706-36-6154,1/18/2019,Yangon,Member,Male,Home and lifestyle,9.86,19.36,9
778-89-7974,3/30/2019,Naypyitaw,Normal,Male,Health and beauty,9.33,70.21,6
574-31-8277,3/20/2019,Mandalay,Member,Male,Fashion accessories,8.64,33.63,1
859-71-0933,1/16/2019,Naypyitaw,Member,Female,Sports and travel,9.13,15.49,2
740-11-5257,2/24/2019,Naypyitaw,Normal,Male,Electronic accessories,9.8,24.74,10
369-82-2676,1/15/2019,Mandalay,Normal,Male,Electronic accessories,9.8,75.66,5
563-47-4072,1/22/2019,Mandalay,Normal,Female,Health and beauty,9.33,55.81,6
742-04-5161,2/3/2019,Yangon,Member,Male,Home and lifestyle,9.86,72.78,10
149-15-7606,3/6/2019,Mandalay,Member,Male,Sports and travel,9.13,37.32,9
133-77-3154,2/16/2019,Mandalay,Member,Male,Fashion accessories,8.64,60.18,4
169-52-4504,3/14/2019,Yangon,Normal,Female,Electronic accessories,9.8,15.69,3
250-81-7186,2/27/2019,Naypyitaw,Normal,Female,Electronic accessories,9.8,99.69,1
562-12-5430,1/18/2019,Yangon,Member,Female,Fashion accessories,8.64,88.15,3
816-72-8853,1/29/2019,Yangon,Member,Female,Sports and travel,9.13,27.93,5
491-38-3499,2/26/2019,Yangon,Member,Male,Fashion accessories,8.64,55.45,1
322-02-2271,2/3/2019,Mandalay,Normal,Female,Sports and travel,9.13,42.97,3
842-29-4695,1/16/2019,Naypyitaw,Member,Male,Sports and travel,9.13,17.14,7
725-67-2480,3/24/2019,Mandalay,Member,Female,Fashion accessories,8.64,58.75,6
641-51-2661,2/12/2019,Naypyitaw,Member,Female,Food and beverages,9.4,87.1,10
714-02-3114,2/21/2019,Naypyitaw,Normal,Female,Sports and travel,9.13,98.8,2
518-17-2983,2/4/2019,Yangon,Normal,Female,Fashion accessories,8.64,48.63,4
779-42-2410,2/20/2019,Mandalay,Member,Male,Food and beverages,9.4,57.74,3
190-14-3147,2/23/2019,Mandalay,Normal,Female,Health and beauty,9.33,17.97,4
408-66-6712,2/16/2019,Naypyitaw,Member,Female,Health and beauty,9.33,47.71,6
679-22-6530,1/17/2019,Mandalay,Normal,Female,Sports and travel,9.13,40.62,2
588-47-8641,1/14/2019,Yangon,Member,Male,Fashion accessories,8.64,56.04,10
642-61-4706,3/30/2019,Mandalay,Member,Male,Food and beverages,9.4,93.4,2
576-31-4774,3/2/2019,Mandalay,Normal,Female,Health and beauty,9.33,73.41,3
556-41-6224,2/15/2019,Naypyitaw,Normal,Male,Health and beauty,9.33,33.64,8
811-03-8790,3/1/2019,Yangon,Normal,Female,Electronic accessories,9.8,45.48,10
242-11-3142,2/24/2019,Mandalay,Member,Male,Fashion accessories,8.64,83.77,2
752-23-3760,2/19/2019,Mandalay,Member,Female,Sports and travel,9.13,64.08,7
274-05-5470,2/23/2019,Yangon,Member,Female,Food and beverages,9.4,73.47,4
648-94-3045,2/7/2019,Naypyitaw,Normal,Male,Health and beauty,9.33,58.95,10
130-67-4723,1/11/2019,Yangon,Member,Male,Food and beverages,9.4,48.5,6
528-87-5606,2/12/2019,Mandalay,Member,Female,Electronic accessories,9.8,39.48,1
320-85-2052,1/14/2019,Mandalay,Normal,Female,Sports and travel,9.13,34.81,1
370-96-0655,1/9/2019,Naypyitaw,Normal,Female,Fashion accessories,8.64,49.32,6
105-10-6182,2/27/2019,Yangon,Member,Male,Fashion accessories,8.64,21.48,2
510-79-0415,1/24/2019,Mandalay,Member,Female,Sports and travel,9.13,23.08,6
241-96-5076,1/8/2019,Mandalay,Member,Female,Home and lifestyle,9.86,49.1,2
767-97-4650,1/8/2019,Mandalay,Member,Female,Sports and travel,9.13,64.83,2
648-83-1321,1/16/2019,Yangon,Member,Male,Home and lifestyle,9.86,63.56,10
173-57-2300,3/13/2019,Naypyitaw,Member,Male,Sports and travel,9.13,72.88,2
305-03-2383,2/15/2019,Yangon,Normal,Female,Food and beverages,9.4,67.1,3
394-55-6384,1/25/2019,Naypyitaw,Member,Female,Sports and travel,9.13,70.19,9
266-20-6657,3/12/2019,Naypyitaw,Member,Male,Food and beverages,9.4,55.04,7
689-05-1884,3/4/2019,Yangon,Member,Male,Health and beauty,9.33,48.63,10
196-01-2849,2/10/2019,Naypyitaw,Member,Female,Fashion accessories,8.64,73.38,7
372-62-5264,1/16/2019,Naypyitaw,Normal,Female,Food and beverages,9.4,52.6,9
800-09-8606,1/29/2019,Yangon,Member,Female,Home and lifestyle,9.86,87.37,5
182-52-7000,1/1/2019,Yangon,Member,Female,Sports and travel,9.13,27.04,4
826-58-8051,1/6/2019,Mandalay,Normal,Male,Home and lifestyle,9.86,62.19,4
868-06-0466,2/19/2019,Yangon,Member,Male,Electronic accessories,9.8,69.58,9
751-41-9720,1/12/2019,Naypyitaw,Normal,Male,Home and lifestyle,9.86,97.5,10
626-43-7888,2/7/2019,Naypyitaw,Normal,Female,Fashion accessories,8.64,60.41,8
176-64-7711,3/27/2019,Mandalay,Normal,Male,Food and beverages,9.4,32.32,3
191-29-0321,2/27/2019,Mandalay,Member,Female,Fashion accessories,8.64,19.77,10
729-06-2010,1/6/2019,Mandalay,Member,Male,Health and beauty,9.33,80.47,9
640-48-5028,3/2/2019,Mandalay,Member,Female,Home and lifestyle,9.86,88.39,9
186-79-9562,3/29/2019,Mandalay,Normal,Male,Health and beauty,9.33,71.77,7
834-45-5519,1/31/2019,Mandalay,Normal,Female,Electronic accessories,9.8,43.0,4
162-65-8559,1/21/2019,Naypyitaw,Member,Male,Food and beverages,9.4,68.98,1
760-27-5490,1/20/2019,Naypyitaw,Normal,Male,Fashion accessories,8.64,15.62,8
445-30-9252,1/17/2019,Yangon,Normal,Male,Sports and travel,9.13,25.7,3
786-94-2700,2/28/2019,Yangon,Member,Male,Food and beverages,9.4,80.62,6
728-88-7867,3/19/2019,Naypyitaw,Member,Female,Home and lifestyle,9.86,75.53,4
183-21-3799,2/19/2019,Naypyitaw,Normal,Female,Electronic accessories,9.8,77.63,9
268-20-3585,2/4/2019,Naypyitaw,Normal,Female,Health and beauty,9.33,13.85,9
735-32-9839,1/31/2019,Naypyitaw,Member,Male,Fashion accessories,8.64,98.7,8
258-92-7466,2/6/2019,Yangon,Normal,Female,Health and beauty,9.33,35.68,5
857-16-3520,3/28/2019,Yangon,Member,Female,Fashion accessories,8.64,71.46,7
482-17-1179,1/19/2019,Yangon,Member,Male,Electronic accessories,9.8,11.94,3
788-21-5741,2/17/2019,Yangon,Normal,Male,Fashion accessories,8.64,45.38,3
821-14-9046,1/18/2019,Mandalay,Member,Female,Fashion accessories,8.64,17.48,6
418-05-0656,2/2/2019,Mandalay,Normal,Female,Fashion accessories,8.64,25.56,7
678-79-0726,1/18/2019,Naypyitaw,Member,Female,Sports and travel,9.13,90.63,9
776-68-1096,3/18/2019,Mandalay,Normal,Male,Home and lifestyle,9.86,44.12,3
592-46-1692,1/11/2019,Naypyitaw,Member,Female,Food and beverages,9.4,36.77,7
434-35-9162,2/4/2019,Mandalay,Member,Male,Food and beverages,9.4,23.34,4
149-14-0304,2/6/2019,Naypyitaw,Member,Female,Health and beauty,9.33,28.5,8
442-44-6497,1/8/2019,Naypyitaw,Member,Male,Home and lifestyle,9.86,55.57,3
174-64-0215,3/5/2019,Mandalay,Normal,Male,Sports and travel,9.13,69.74,10
210-74-9613,3/16/2019,Naypyitaw,Normal,Male,Fashion accessories,8.64,97.26,4
299-29-0180,3/9/2019,Mandalay,Member,Female,Home and lifestyle,9.86,52.18,7
247-11-2470,3/1/2019,Yangon,Member,Female,Fashion accessories,8.64,22.32,4
635-28-5728,2/28/2019,Yangon,Normal,Male,Health and beauty,9.33,56.0,3
756-49-0168,2/8/2019,Yangon,Member,Male,Fashion accessories,8.64,19.7,1
438-23-1242,1/24/2019,Mandalay,Normal,Male,Electronic accessories,9.8,75.88,7
238-45-6950,3/1/2019,Mandalay,Member,Male,Food and beverages,9.4,53.72,1
607-65-2441,3/10/2019,Naypyitaw,Member,Male,Health and beauty,9.33,81.95,10
386-27-7606,3/23/2019,Naypyitaw,Member,Female,Home and lifestyle,9.86,81.2,7
137-63-5492,1/29/2019,Naypyitaw,Normal,Male,Electronic accessories,9.8,58.76,10
197-77-7132,1/12/2019,Mandalay,Member,Male,Electronic accessories,9.8,91.56,8
805-86-0265,3/20/2019,Yangon,Normal,Male,Home and lifestyle,9.86,93.96,9
733-29-1227,3/23/2019,Naypyitaw,Normal,Male,Home and lifestyle,9.86,55.61,7
451-73-2711,1/14/2019,Naypyitaw,Normal,Male,Food and beverages,9.4,84.83,1
373-14-0504,2/12/2019,Yangon,Member,Female,Sports and travel,9.13,71.63,2
546-80-2899,2/20/2019,Yangon,Member,Male,Home and lifestyle,9.86,37.69,2
345-68-9016,1/2/2019,Naypyitaw,Member,Female,Sports and travel,9.13,31.67,8
390-17-5806,2/2/2019,Naypyitaw,Member,Female,Food and beverages,9.4,38.42,1
457-13-1708,1/8/2019,Mandalay,Member,Male,Fashion accessories,8.64,65.23,10
664-14-2882,1/30/2019,Naypyitaw,Member,Female,Home and lifestyle,9.86,10.53,5
487-79-6868,3/26/2019,Mandalay,Member,Female,Home and lifestyle,9.86,12.29,9
314-23-4520,1/15/2019,Naypyitaw,Member,Male,Health and beauty,9.33,81.23,7
210-30-7976,3/14/2019,Mandalay,Member,Female,Fashion accessories,8.64,22.32,4
585-86-8361,2/3/2019,Yangon,Normal,Female,Food and beverages,9.4,27.28,5
807-14-7833,2/22/2019,Yangon,Member,Female,Electronic accessories,9.8,17.42,10
775-72-1988,1/24/2019,Mandalay,Normal,Male,Home and lifestyle,9.86,73.28,5
288-38-3758,1/25/2019,Naypyitaw,Member,Female,Fashion accessories,8.64,84.87,3
652-43-6591,3/9/2019,Yangon,Normal,Female,Fashion accessories,8.64,97.29,8
785-96-0615,2/17/2019,Mandalay,Member,Female,Electronic accessories,9.8,35.74,8
406-46-7107,1/11/2019,Yangon,Normal,Female,Home and lifestyle,9.86,96.52,6
250-17-5703,2/27/2019,Yangon,Member,Male,Food and beverages,9.4,18.85,10
156-95-3964,3/25/2019,Yangon,Normal,Female,Food and beverages,9.4,55.39,4
842-40-8179,2/11/2019,Mandalay,Member,Female,Food and beverages,9.4,77.2,10
525-09-8450,1/31/2019,Mandalay,Normal,Male,Electronic accessories,9.8,72.13,10
410-67-1709,1/20/2019,Yangon,Member,Female,Fashion accessories,8.64,63.88,8
587-73-4862,3/26/2019,Yangon,Member,Female,Health and beauty,9.33,10.69,5
787-87-2010,1/20/2019,Yangon,Member,Male,Health and beauty,9.33,55.5,4
593-14-4239,3/5/2019,Mandalay,Normal,Female,Home and lifestyle,9.86,95.46,8
801-88-0346,1/5/2019,Naypyitaw,Normal,Female,Fashion accessories,8.64,76.06,3
388-76-2555,2/13/2019,Mandalay,Normal,Male,Sports and travel,9.13,13.69,6
711-31-1234,3/16/2019,Mandalay,Normal,Female,Electronic accessories,9.8,95.64,4
886-54-6089,1/15/2019,Yangon,Normal,Female,Home and lifestyle,9.86,11.43,6
707-32-7409,2/26/2019,Mandalay,Member,Female,Sports and travel,9.13,95.54,4
759-98-4285,2/27/2019,Naypyitaw,Member,Female,Health and beauty,9.33,85.87,7
201-63-8275,2/17/2019,Naypyitaw,Member,Female,Sports and travel,9.13,67.99,7
471-06-8611,2/6/2019,Naypyitaw,Normal,Female,Food and beverages,9.4,52.42,1
200-16-5952,1/17/2019,Naypyitaw,Member,Male,Food and beverages,9.4,65.65,2
120-54-2248,1/22/2019,Mandalay,Normal,Female,Food and beverages,9.4,28.86,5
102-77-2261,3/5/2019,Naypyitaw,Member,Male,Health and beauty,9.33,65.31,7
875-31-8302,1/3/2019,Mandalay,Normal,Male,Sports and travel,9.13,93.38,1
102-06-2002,3/20/2019,Naypyitaw,Member,Male,Sports and travel,9.13,25.25,5
457-94-0464,1/31/2019,Mandalay,Member,Male,Electronic accessories,9.8,87.87,9
629-42-4133,2/19/2019,Naypyitaw,Normal,Male,Health and beauty,9.33,21.8,8
534-53-3526,2/11/2019,Yangon,Normal,Female,Sports and travel,9.13,94.76,4
307-04-2070,2/5/2019,Yangon,Member,Female,Fashion accessories,8.64,30.62,1
468-99-7231,3/3/2019,Naypyitaw,Normal,Female,Home and lifestyle,9.86,44.01,8
516-77-6464,2/24/2019,Naypyitaw,Member,Female,Health and beauty,9.33,10.16,5
404-91-5964,2/4/2019,Yangon,Normal,Male,Electronic accessories,9.8,74.58,7
886-77-9084,2/19/2019,Naypyitaw,Normal,Male,Electronic accessories,9.8,71.89,8
790-38-4466,1/23/2019,Naypyitaw,Normal,Female,Health and beauty,9.33,10.99,5
704-10-4056,1/14/2019,Naypyitaw,Member,Male,Health and beauty,9.33,60.47,3
497-37-6538,1/17/2019,Yangon,Normal,Male,Sports and travel,9.13,58.91,7
651-96-5970,3/3/2019,Yangon,Normal,Male,Fashion accessories,8.64,46.41,1
400-80-4065,2/15/2019,Naypyitaw,Member,Male,Health and beauty,9.33,68.55,4
744-16-7898,1/15/2019,Mandalay,Normal,Female,Home and lifestyle,9.86,97.37,10
263-12-5321,2/27/2019,Yangon,Member,Male,Electronic accessories,9.8,92.6,7
702-72-0487,2/26/2019,Yangon,Normal,Female,Electronic accessories,9.8,46.61,2
605-83-1050,3/15/2019,Mandalay,Normal,Male,Fashion accessories,8.64,27.18,2
443-60-9639,1/24/2019,Naypyitaw,Member,Female,Home and lifestyle,9.86,60.87,1
864-24-7918,2/22/2019,Yangon,Member,Female,Sports and travel,9.13,24.49,10
359-94-5395,3/15/2019,Mandalay,Normal,Male,Health and beauty,9.33,92.78,1
401-09-4232,2/11/2019,Naypyitaw,Member,Male,Home and lifestyle,9.86,86.69,5
751-15-6198,1/12/2019,Mandalay,Normal,Male,Sports and travel,9.13,23.01,6
324-41-6833,3/3/2019,Naypyitaw,Member,Female,Electronic accessories,9.8,30.2,8
474-33-8305,3/23/2019,Naypyitaw,Member,Male,Fashion accessories,8.64,67.39,7
759-29-9521,3/4/2019,Yangon,Member,Female,Fashion accessories,8.64,48.96,9
831-81-6575,2/23/2019,Mandalay,Member,Female,Electronic accessories,9.8,75.59,9
220-68-6701,3/17/2019,Yangon,Normal,Female,Home and lifestyle,9.86,77.47,4
618-34-8551,1/16/2019,Yangon,Normal,Female,Sports and travel,9.13,93.18,2
257-60-7754,1/8/2019,Yangon,Normal,Female,Electronic accessories,9.8,50.23,4
559-61-5987,1/14/2019,Mandalay,Normal,Female,Health and beauty,9.33,17.75,1
189-55-2313,1/31/2019,Naypyitaw,Normal,Female,Fashion accessories,8.64,62.18,10
565-91-4567,3/15/2019,Mandalay,Normal,Male,Health and beauty,9.33,10.75,8
380-60-5336,2/24/2019,Yangon,Normal,Female,Electronic accessories,9.8,40.26,10
815-04-6282,2/8/2019,Naypyitaw,Member,Female,Sports and travel,9.13,64.97,5
674-56-6360,3/22/2019,Yangon,Normal,Male,Electronic accessories,9.8,95.15,1
778-34-2523,1/24/2019,Yangon,Member,Female,Electronic accessories,9.8,48.62,8
499-27-7781,3/14/2019,Mandalay,Normal,Female,Food and beverages,9.4,53.21,8
477-59-2456,1/23/2019,Naypyitaw,Normal,Female,Fashion accessories,8.64,45.44,7
832-51-6761,1/19/2019,Yangon,Normal,Male,Food and beverages,9.4,33.88,8
869-11-3082,1/27/2019,Mandalay,Member,Male,Health and beauty,9.33,96.16,4
190-59-3964,2/3/2019,Mandalay,Member,Male,Food and beverages,9.4,47.16,5
366-43-6862,3/25/2019,Mandalay,Normal,Male,Electronic accessories,9.8,52.89,4
186-43-8965,2/24/2019,Yangon,Member,Female,Home and lifestyle,9.86,47.68,2
784-21-9238,2/7/2019,Naypyitaw,Member,Male,Sports and travel,9.13,10.17,1
276-75-6884,3/4/2019,Yangon,Normal,Female,Health and beauty,9.33,68.71,3
109-86-4363,2/14/2019,Mandalay,Member,Female,Sports and travel,9.13,60.08,7
569-76-2760,1/29/2019,Yangon,Member,Female,Sports and travel,9.13,22.01,4
222-42-0244,1/28/2019,Mandalay,Member,Female,Health and beauty,9.33,72.11,9
760-53-9233,3/26/2019,Yangon,Member,Male,Fashion accessories,8.64,41.28,3
538-22-0304,3/24/2019,Naypyitaw,Normal,Male,Electronic accessories,9.8,64.95,10
416-17-9926,1/1/2019,Yangon,Member,Female,Electronic accessories,9.8,74.22,10
237-44-6163,1/24/2019,Yangon,Normal,Male,Electronic accessories,9.8,10.56,8
636-17-0325,2/25/2019,Mandalay,Normal,Male,Health and beauty,9.33,62.57,4
343-75-9322,1/9/2019,Mandalay,Member,Female,Sports and travel,9.13,11.85,8
528-14-9470,2/14/2019,Yangon,Member,Male,Health and beauty,9.33,91.3,1
427-45-9297,3/12/2019,Mandalay,Member,Female,Home and lifestyle,9.86,40.73,7
807-34-3742,3/26/2019,Yangon,Normal,Male,Fashion accessories,8.64,52.38,1
288-62-1085,1/9/2019,Yangon,Member,Male,Fashion accessories,8.64,38.54,5
670-71-7306,1/2/2019,Mandalay,Normal,Male,Sports and travel,9.13,44.63,6
660-29-7083,1/15/2019,Naypyitaw,Normal,Male,Electronic accessories,9.8,55.87,10
271-77-8740,1/1/2019,Naypyitaw,Member,Female,Sports and travel,9.13,29.22,6
497-36-0989,2/15/2019,Yangon,Normal,Male,Fashion accessories,8.64,51.94,3
291-59-1384,2/28/2019,Mandalay,Normal,Male,Electronic accessories,9.8,60.3,1
860-73-6466,3/2/2019,Yangon,Member,Female,Sports and travel,9.13,39.47,2
549-23-9016,2/13/2019,Naypyitaw,Member,Female,Food and beverages,9.4,14.87,2
896-34-0956,1/26/2019,Yangon,Normal,Male,Fashion accessories,8.64,21.32,1
804-38-3935,1/30/2019,Yangon,Member,Male,Electronic accessories,9.8,93.78,3
585-90-0249,1/27/2019,Yangon,Member,Male,Electronic accessories,9.8,73.26,1
862-29-5914,1/30/2019,Naypyitaw,Normal,Female,Sports and travel,9.13,22.38,1
845-94-6841,1/8/2019,Naypyitaw,Member,Female,Food and beverages,9.4,72.88,9
125-45-2293,1/19/2019,Yangon,Normal,Female,Fashion accessories,8.64,99.1,6
843-73-4724,1/25/2019,Yangon,Normal,Male,Fashion accessories,8.64,74.1,1
409-33-9708,2/19/2019,Yangon,Normal,Female,Fashion accessories,8.64,98.48,2
658-66-3967,1/14/2019,Naypyitaw,Normal,Male,Health and beauty,9.33,53.19,7
866-70-2814,2/25/2019,Mandalay,Normal,Female,Electronic accessories,9.8,52.79,10
160-22-2687,1/23/2019,Yangon,Member,Female,Health and beauty,9.33,95.95,5
895-03-6665,2/16/2019,Mandalay,Normal,Female,Fashion accessories,8.64,36.51,9
770-42-8960,1/1/2019,Mandalay,Normal,Male,Food and beverages,9.4,21.12,8
748-45-2862,3/7/2019,Yangon,Member,Female,Home and lifestyle,9.86,28.31,4
234-36-2483,2/15/2019,Mandalay,Normal,Male,Health and beauty,9.33,57.59,6
316-66-3011,1/23/2019,Yangon,Member,Female,Food and beverages,9.4,47.63,9
848-95-6252,2/20/2019,Naypyitaw,Member,Female,Home and lifestyle,9.86,86.27,1
840-76-5966,1/8/2019,Yangon,Member,Male,Sports and travel,9.13,12.76,2
152-03-4217,3/17/2019,Mandalay,Normal,Female,Home and lifestyle,9.86,11.28,9
533-66-5566,1/12/2019,Mandalay,Normal,Female,Home and lifestyle,9.86,51.07,7
124-31-1458,1/8/2019,Yangon,Member,Female,Electronic accessories,9.8,79.59,3
176-78-1170,1/26/2019,Naypyitaw,Member,Male,Health and beauty,9.33,33.81,3
361-59-0574,3/15/2019,Mandalay,Member,Male,Sports and travel,9.13,90.53,8
101-81-4070,1/17/2019,Naypyitaw,Member,Female,Health and beauty,9.33,62.82,2
631-34-1880,1/8/2019,Naypyitaw,Member,Male,Food and beverages,9.4,24.31,3
852-82-2749,1/6/2019,Yangon,Normal,Male,Sports and travel,9.13,64.59,4
873-14-6353,2/16/2019,Yangon,Member,Male,Food and beverages,9.4,24.82,7
584-66-4073,3/13/2019,Naypyitaw,Normal,Male,Fashion accessories,8.64,56.5,1
544-55-9589,1/28/2019,Mandalay,Member,Female,Electronic accessories,9.8,21.43,10
166-19-2553,1/18/2019,Yangon,Member,Male,Sports and travel,9.13,89.06,6
737-88-5876,3/19/2019,Yangon,Member,Male,Home and lifestyle,9.86,23.29,4
154-87-7367,3/15/2019,Naypyitaw,Normal,Male,Home and lifestyle,9.86,65.26,8
885-56-0389,2/12/2019,Naypyitaw,Member,Male,Fashion accessories,8.64,52.35,1
608-05-3804,2/25/2019,Mandalay,Member,Male,Electronic accessories,9.8,39.75,1
448-61-3783,3/21/2019,Yangon,Normal,Female,Electronic accessories,9.8,90.02,8
761-49-0439,1/19/2019,Mandalay,Member,Female,Electronic accessories,9.8,12.1,8
490-95-0021,1/8/2019,Mandalay,Member,Female,Food and beverages,9.4,33.21,10
115-38-7388,3/30/2019,Naypyitaw,Member,Female,Fashion accessories,8.64,10.18,8
311-13-6971,2/20/2019,Mandalay,Member,Male,Sports and travel,9.13,31.99,10
291-55-6563,3/30/2019,Yangon,Member,Female,Home and lifestyle,9.86,34.42,6
548-48-3156,3/19/2019,Yangon,Member,Female,Food and beverages,9.4,83.34,2
460-93-5834,1/13/2019,Yangon,Normal,Male,Sports and travel,9.13,45.58,7
325-89-4209,2/5/2019,Yangon,Member,Male,Food and beverages,9.4,87.9,1
884-80-6021,3/23/2019,Yangon,Member,Female,Electronic accessories,9.8,73.47,10
137-74-8729,3/13/2019,Naypyitaw,Normal,Female,Fashion accessories,8.64,12.19,8
880-46-5796,3/17/2019,Yangon,Member,Male,Sports and travel,9.13,76.92,10
389-70-2397,2/21/2019,Naypyitaw,Normal,Female,Health and beauty,9.33,83.66,5
114-35-5271,2/7/2019,Mandalay,Normal,Female,Electronic accessories,9.8,57.91,8
607-76-6216,3/2/2019,Naypyitaw,Member,Female,Fashion accessories,8.64,92.49,5
715-20-1673,3/6/2019,Mandalay,Normal,Male,Electronic accessories,9.8,28.38,5
811-35-1094,2/6/2019,Mandalay,Member,Male,Electronic accessories,9.8,50.45,6
699-88-1972,1/28/2019,Mandalay,Normal,Male,Health and beauty,9.33,99.16,8
781-84-8059,1/18/2019,Naypyitaw,Normal,Male,Fashion accessories,8.64,60.74,7
409-49-6995,2/5/2019,Naypyitaw,Member,Female,Food and beverages,9.4,47.27,6
725-54-0677,3/2/2019,Naypyitaw,Member,Male,Health and beauty,9.33,85.6,7
146-09-5432,2/9/2019,Yangon,Member,Male,Food and beverages,9.4,35.04,9
377-79-7592,1/14/2019,Naypyitaw,Member,Female,Electronic accessories,9.8,44.84,9
509-10-0516,2/9/2019,Mandalay,Normal,Male,Home and lifestyle,9.86,45.97,4
595-94-9924,3/26/2019,Yangon,Member,Female,Health and beauty,9.33,27.73,5
865-41-9075,1/28/2019,Yangon,Normal,Male,Food and beverages,9.4,11.53,7
545-07-8534,2/14/2019,Naypyitaw,Normal,Female,Health and beauty,9.33,58.32,2
118-62-1812,3/24/2019,Naypyitaw,Member,Female,Home and lifestyle,9.86,78.38,4
450-42-3339,2/9/2019,Naypyitaw,Normal,Male,Health and beauty,9.33,84.61,10
851-98-3555,3/24/2019,Mandalay,Normal,Female,Health and beauty,9.33,82.88,5
186-71-5196,3/27/2019,Yangon,Member,Female,Food and beverages,9.4,79.54,2
624-01-8356,1/27/2019,Mandalay,Normal,Female,Home and lifestyle,9.86,49.01,10
313-66-9943,3/27/2019,Mandalay,Member,Female,Food and beverages,9.4,29.15,3
151-27-8496,1/19/2019,Naypyitaw,Normal,Female,Electronic accessories,9.8,56.13,4
453-33-6436,2/7/2019,Yangon,Normal,Female,Home and lifestyle,9.86,93.12,8
522-57-8364,1/31/2019,Yangon,Member,Male,Fashion accessories,8.64,51.34,8
459-45-2396,2/25/2019,Yangon,Member,Female,Food and beverages,9.4,99.6,3
717-96-4189,2/2/2019,Naypyitaw,Normal,Female,Electronic accessories,9.8,35.49,6
722-13-2115,3/14/2019,Naypyitaw,Member,Male,Sports and travel,9.13,42.85,1
749-81-8133,3/11/2019,Yangon,Normal,Female,Fashion accessories,8.64,94.67,4
777-67-2495,2/22/2019,Mandalay,Normal,Male,Home and lifestyle,9.86,68.97,3
636-98-3364,3/2/2019,Mandalay,Member,Female,Electronic accessories,9.8,26.26,3
246-55-6923,3/10/2019,Naypyitaw,Member,Female,Home and lifestyle,9.86,35.79,9
181-82-6255,2/8/2019,Mandalay,Normal,Female,Home and lifestyle,9.86,16.37,6
838-02-1821,2/22/2019,Naypyitaw,Member,Female,Home and lifestyle,9.86,12.73,2
887-42-0517,1/10/2019,Naypyitaw,Normal,Female,Sports and travel,9.13,83.14,7
457-12-0244,3/14/2019,Naypyitaw,Member,Female,Sports and travel,9.13,35.22,6
226-34-0034,1/10/2019,Mandalay,Normal,Female,Electronic accessories,9.8,13.78,4
321-49-7382,2/15/2019,Mandalay,Member,Male,Sports and travel,9.13,88.31,1
397-25-8725,1/13/2019,Yangon,Member,Female,Health and beauty,9.33,39.62,9
431-66-2305,2/15/2019,Mandalay,Normal,Female,Electronic accessories,9.8,88.25,9
825-94-5922,3/2/2019,Mandalay,Normal,Male,Sports and travel,9.13,25.31,2
641-62-7288,3/24/2019,Mandalay,Normal,Male,Home and lifestyle,9.86,99.92,6
756-93-1854,2/2/2019,Naypyitaw,Member,Female,Fashion accessories,8.64,83.35,2
243-55-8457,2/27/2019,Yangon,Normal,Female,Food and beverages,9.4,74.44,10
458-10-8612,1/20/2019,Naypyitaw,Normal,Male,Health and beauty,9.33,64.08,7
501-61-1753,1/3/2019,Mandalay,Normal,Female,Home and lifestyle,9.86,63.15,6
235-06-8510,1/24/2019,Naypyitaw,Member,Male,Home and lifestyle,9.86,85.72,3
433-08-7822,1/5/2019,Naypyitaw,Normal,Female,Health and beauty,9.33,78.89,7
361-85-2571,3/30/2019,Yangon,Normal,Female,Sports and travel,9.13,89.48,5
131-70-8179,2/17/2019,Yangon,Member,Female,Health and beauty,9.33,92.09,3
